# Data from Clarivate Analytics' Web of Science, retrieved 1 December 2018
# This file generated on 2018-12-01 19:35:20
item,id,year,title,AU,SO,DE
76,WOS:000367030800017,2016,Biophysical and economic limits to negative CO2 emissions,"Smith, Pete|Davis, Steven J.|Creutzig, Felix|Fuss, Sabine|Minx, Jan|Gabrielle, Benoit|Kato, Etsushi|Jackson, Robert B.|Cowie, Annette|Kriegler, Elmar|van Vuuren, Detlef P.|Rogelj, Joeri|Ciais, Philippe|Milne, Jennifer|Canadell, Josep G.|McCollum, David|Peters, Glen|Andrew, Robbie|Krey, Volker|Shrestha, Gyami|Friedlingstein, Pierre|Gasser, Thomas|Gruebler, Arnulf|Heidug, Wolfgang K.|Jonas, Matthias|Jones, Chris D.|Kraxner, Florian|Littleton, Emma|Lowe, Jason|Moreira, Jose Roberto|Nakicenovic, Nebojsa|Obersteiner, Michael|Patwardhan, Anand|Rogner, Mathis|Rubin, Ed|Sharifi, Ayyoob|Torvanger, Asbjorn|Yamagata, Yoshiki|Edmonds, Jae|Cho, Yongsung",NATURE CLIMATE CHANGE,
77,WOS:000346236800001,2015,Adaptive stochastic integrated assessment modeling of optimal greenhouse gas emission reductions,"Shayegh, Soheil|Thomas, Valerie M.",CLIMATIC CHANGE,stochastic dynamic programing|approximate dynamic programing|bayesian inference|tipping point|climate sensitivity
78,WOS:000077567400011,1998,Modeling spatial distribution of the unionid mussels and the core-satellite hypothesis,"Lee, HL|DeAngelis, D|Koh, HL",WATER SCIENCE AND TECHNOLOGY,ecological modeling|environmental restoration|mussel populations|aged-structure|core-satellite|fish-host
79,WOS:000275808800004,2010,Assessing climate change impacts on river flows and environmental flow requirements at catchment scale,"Onusluel Gul, Gulay|Rosbjerg, Dan|Gul, Ali|Ondracek, Maria|Dikgola, Kobamelo",ECOHYDROLOGY,hydrological modelling|climate change|river flows|environmental flow requirements|model coupling
80,WOS:000312517200018,2013,Toward self-describing and workflow integrated Earth system models: A coupled atmosphere-ocean modeling system application,"Turuncoglu, Ufuk Utku|Dalfes, Nuzhet|Murphy, Sylvia|DeLuca, Cecelia",ENVIRONMENTAL MODELLING & SOFTWARE,coupled earth system models|roms|wrf|scientific workflow|self-describing models|provenance information
81,WOS:000177267700003,2002,Exploring component-based approaches in forest landscape modeling,"He, HS|Larsen, DR|Mladenoff, DJ",ENVIRONMENTAL MODELLING & SOFTWARE,forest landscape model|component-based modeling|landscape component|spatially explicit|com
82,WOS:000165738700021,2000,What soil constraints should be included in crop and forest models?,"Probert, ME|Keating, BA",AGRICULTURE ECOSYSTEMS & ENVIRONMENT,modelling|global change|soil constraints|apsim
83,WOS:000082158000013,1998,Integrated assessment of European emission control strategies,"Schopp, W|Amann, M|Cofala, J|Heyes, C|Klimont, Z|Sydow, A|Yu, JY",PROCEEDINGS OF THE 1998 CONFERENCE ON MISSION EARTH: MODELING AND SIMULATION OF THE EARTH SYSTEM,integrated assessment|interactive simulation|environmental science|computer software
84,WOS:000234408100002,2005,Simulating stakeholder support in a policy process: An application to river management,"Valkering, P|Rotmans, J|Krywkow, J|van der Veen, A",SIMULATION-TRANSACTIONS OF THE SOCIETY FOR MODELING AND SIMULATION INTERNATIONAL,agent based modeling|participatory processes|stakeholders|river management
85,WOS:000360812000056,2015,Optimization of conditions (pH and temperature) for Lemna gibba production using fuzzy model coupled with Mamdani's method,"Suthar, Surindra|Verma, Rashmi|Deep, Shikhar|Kumar, Kapil",ECOLOGICAL ENGINEERING,ecological modeling|wastewater treatment|duckweed|matlab
86,WOS:000248930000031,2005,Evaluating the utility of satellite-based precipitation estimates for runoff prediction in ungauged basins,"Yilmaz, Koray K.|Gupta, Hoshin|Hogue, Terri S.|Hsu, Kuo-Lin|Wagener, Thorsten|Sorooshian, Soroosh|Wagener, T|Franks, S|Gupta, HV|Bogh, E|Bastidas, L|Nobre, C|Galvao, CDO",REGIONAL HYDROLOGICAL IMPACTS OF CLIMATIC CHANGE - IMPACT ASSESSMENT AND DECISION MAKING,flood forecasting|hydrological modelling|prediction in ungauged basins|satellite precipitation estimates|usa|water resources management
87,WOS:000334438200025,2014,Spatial Environmental Modeling of Autoantibody Outcomes among an African American Population,"Carroll, Rachel|Lawson, Andrew B.|Voronca, Delia|Rotejanaprasert, Chawarat|Vena, John E.|Aelion, Claire Marjorie|Kamen, Diane L.",INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH,lupus|autoimmunity|african americans|environmental metals|soil|groundwater|spatial
88,WOS:000317545200012,2013,Adapting the coupled hydrological model ISBA-TOPMODEL to the long-term hydrological cycles of suburban rivers: Evaluation and sensitivity analysis,"Furusho, C.|Chancibault, K.|Andrieu, H.",JOURNAL OF HYDROLOGY,urbanisation|impervious surfaces|hydrological modelling|suburban basin
89,WOS:000265717100003,2009,Use of the North American Regional Reanalysis for Hydrological Modelling in Manitoba,"Choi, Woonsup|Kim, Sung Joon|Rasmussen, Peter F.|Moore, Adam R.",CANADIAN WATER RESOURCES JOURNAL,
90,WOS:000407991300003,2017,A COUPLED COMPUTATIONAL APPROACH FOR THE SIMULATION OF SOIL EXCAVATION AND TRANSPORT IN EARTH-PRESSURE BALANCE SHIELD MACHINES,"Dang, Thai Son|Wessels, Nicola|Ngoc-Son Nguyen, |Hackl, Klaus|Meschke, Guenther",INTERNATIONAL JOURNAL FOR MULTISCALE COMPUTATIONAL ENGINEERING,tunnel boring machine|cutting wheel|discrete element method|parameter identification|non-newtonian flow|finite element method
91,WOS:000241170900029,2006,Improving efficiency of uncertainty analysis in complex integrated assessment models: The case of the rains emission module,"Gabbert, Silks",ENVIRONMENTAL MONITORING AND ASSESSMENT,air pollution modelling|parameter uncertainty|rains|screening methods
92,WOS:000189482200039,2003,Coupling of MODFLOW and WATFLOOD in hydrological modelling of a small watershed,"Mousavi, SF|Kouwen, N|Tachikawa, Y|Vieux, BE|Georgakakos, KP|Nakakita, E",WEATHER RADAR INFORMATION AND DISTRIBUTED HYDROLOGICAL MODELLING,coupling|laurel creek|canada|modflow model|radar precipitation|watflood/spl model
93,WOS:A1993KG69200008,1993,FEATURES IN INTEGRATED MODELING OF PRODUCTS AND THEIR PRODUCTION,"LENAU, T|MU, L",INTERNATIONAL JOURNAL OF COMPUTER INTEGRATED MANUFACTURING,
94,WOS:000379243200038,2016,Factory eco-efficiency modelling: framework application and analysis,"Dave, Aanand|Salonitis, Konstantinos|Ball, Peter|Adams, Mark|Morgan, David|Seliger, G|Kohl, H|Mallon, J",13TH GLOBAL CONFERENCE ON SUSTAINABLE MANUFACTURING - DECOUPLING GROWTH FROM RESOURCE USE,factory|eco-efficiency|modelling|data granularity framework|data composition|simulation
95,WOS:000290030702083,2007,Patching and Disaccumulation of Rainfall Data for Hydrological Modelling,"Bennett, N. D.|Newham, L. T. H.|Croke, B. F. W.|Jakeman, A. J.|Oxley, L|Kulasiri, D",MODSIM 2007: INTERNATIONAL CONGRESS ON MODELLING AND SIMULATION,rainfall data|patching|disaccumulation|error reduction
96,WOS:000226208200002,2004,A modular approach to integrated assessment modeling,"Leimbach, M|Jaeger, C",ENVIRONMENTAL MODELING & ASSESSMENT,integrated assessment|modularity|model coupling|climate change
97,WOS:000187176100002,2003,Modelling of atrazine loss in surface runoff from agricultural watershed,"Chen, B|Li, YF|Huang, GH|Struger, J|Zhang, BY|Wu, SM",WATER QUALITY RESEARCH JOURNAL OF CANADA,atrazine|environment|pesticide|pollution|runoff|simulation|watershed
98,WOS:000178839400198,2002,An integrated hydrology - oriented watershed assessment tool,"Aqid, N|Hasnaoui, MD|Boutat, F|Touzani, A|Ouazar, D|Hassanizadeh, SM|Schotting, RJ|Gray, WG|Pinder, GF","COMPUTATIONAL METHODS IN WATER RESOURCES, VOLS 1 AND 2, PROCEEDINGS",
99,WOS:000234010200005,2005,Optimization of block layout design problems with unequal areas: A comparison of MILP and MINLP optimization methods,"Castillo, |Westerlund, J|Emet, S|Westerlund, T",COMPUTERS & CHEMICAL ENGINEERING,facilities planning and design|block layout design problem with unequal areas|exact convex models|comparison of milp and minlp optimization methods
100,WOS:000263575600004,2009,Predicting critical source areas for diffuse herbicide losses to surface waters: Role of connectivity and boundary conditions,"Frey, Martin P.|Schneider, Manuel K.|Dietzel, Anne|Reichert, Peter|Stamm, Christian",JOURNAL OF HYDROLOGY,hydrological modelling|critical source areas (csa)|connectivity|smdr|herbicide losses
101,WOS:000244829800029,2007,Retrieving forest background reflectance in a boreal region from Multi-anglo Imaging SpectroRadiometer (MISR) data,"Canisius, Francis|Chen, Jing M.",REMOTE SENSING OF ENVIRONMENT,multi-angle remote sensing|forest background reflectance|misr|boreas
102,WOS:A1992JW48200012,1992,REPRESENTATION OF BASIN SCALE IN FLOOD PEAK DISTRIBUTIONS,"SMITH, JA",WATER RESOURCES RESEARCH,
103,WOS:000401110400008,2017,A service-oriented architecture for coupling web service models using the Basic Model Interface (BMI),"Jiang, Peishi|Elag, Mostafa|Kumar, Praveen|Peckham, Scott Dale|Marini, Luigi|Rui, Liu",ENVIRONMENTAL MODELLING & SOFTWARE,integrated modeling|service-oriented architecture|the basic model interface|emeli-web
104,WOS:000316508000017,2013,Creating new opportunities by integrating water safety and spatial planning,"Tromp, Ellen|van de Ven, F. H. M.|Chavoshian, A|Takeuchi, K",FLOODS: FROM RISK TO OPPORTUNITY,flood management|flood risk|spatial planning|integrated assessment framework|water governance
105,WOS:000393024000148,2010,Translation from UML to Markov Model: A Performance modeling Framework for Managing Behavior of Multiple Collaborative Sessions and Instances,"Khan, Razib Hayat|Heegaard, Poul E.","PROCEEDINGS 2010 3RD IEEE INTERNATIONAL CONFERENCE ON COMPUTER SCIENCE AND INFORMATION TECHNOLOGY, (ICCSIT 2010), VOL 1",uml|collaborative session|markov model
106,WOS:000224624600015,2004,Valuing watershed services: concepts and empirics from southeast Asia,"Pattanayak, SK",AGRICULTURE ECOSYSTEMS & ENVIRONMENT,economic-ecological modeling|watershed protection|drought mitigation|valuation|collection costs|tropical deforestation|indonesian national parks|southeast asia
107,WOS:000178654400003,2002,Overall viscoelastic response of random fibrous composites with statistically quasi uniform distribution of reinforcements,"Sejnoha, M|Zeman, J",COMPUTER METHODS IN APPLIED MECHANICS AND ENGINEERING,unit cell|variational principle|maxwell chain model|eigenstrain
108,WOS:000240429200027,2006,Predicting effects on aquatic organisms from fluctuating or pulsed exposure to pesticides,"Ashauer, Roman|Boxall, Alistair|Brown, Colin",ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,toxicity|risk assessment|multiple exposures|model|hazard
109,WOS:000166217800035,1998,Large scale multi-facility planning using mathematical programming methods,"Bunch, PR|Rowe, RL|Zentner, MG|Pekny, JF|Blau, GE",THIRD INTERNATIONAL CONFERENCE ON FOUNDATIONS OF COMPUTER-AIDED PROCESS OPERATIONS,planning|scheduling|modeling|mathematical programming|optimization|supply chain management
110,WOS:A1997BJ68G00043,1997,Object-oriented specification of models and experiments in traffic simulation,"Mugge, H|Meyer, R|Hilty, LM|Page, B|Denzer, R|Swayne, DA|Schimak, G","ENVIRONMENTAL SOFTWARE SYSTEMS, VOL 2",simulation experiment|module interconnection language|object-oriented specification|environmental modelling
111,WOS:000078045800011,1998,Development of integrated models for material flow - Design and control - a tool perspective,"Huang, CY|Nof, SY",ROBOTICS AND COMPUTER-INTEGRATED MANUFACTURING,facility description language|concurrent flexible specification|tool perspective
112,WOS:000324265300071,2012,Porting a Process-Based Crop Model to a High-Performance Computing Environment for Plant Simulation,"Zhao, Gang|Song, Xiaodong|Yan, Changqing|Yu, Qiang|Kang, M|Dumont, Y|Guo, Y","2012 IEEE FOURTH INTERNATIONAL SYMPOSIUM ON PLANT GROWTH MODELING, SIMULATION, VISUALIZATION AND APPLICATIONS (PMA)",apsim|parallel processing|batched running|environmental modelling
113,WOS:000231275500008,2005,Toward ecosystem modeling on computing grids,"Wang, DL|Carr, E|Gross, LJ|Berry, MW",COMPUTING IN SCIENCE & ENGINEERING,
114,WOS:000169811700009,2001,Multi-model data fusion for hydrological forecasting,"See, L|Abrahart, RJ",COMPUTERS & GEOSCIENCES,neural networks|hydrological modelling|flood forecasting
115,WOS:000082821900043,1999,A novel approach for modeling heavy metal sorption to heterogeneous media under batch and column settings,"Ganguly, C|Van Benschoten, J|Rabideau, AJ|Brebbia, CA|Anagnostopoulos, P",WATER POLLUTION V,
116,WOS:000224579200023,2004,Modeling tools to estimate the performance of the Thirty Meter Telescope: an integrated approach,"Angeli, GZ|Dunn, J|Roberts, S|MacMynowski, D|Segurson, A|Vogiatzis, K|Fitzsimmons, J|Craig, SC|Cullum, MJ",MODELING AND SYSTEMS ENGINEERING FOR ASTRONOMY,integrated modeling|telescope control|extremely large telescopes
117,WOS:000267206600004,2009,Tensile Behavior of Cementitious Composite Reinforced with Epoxy Impregnated Multifilament Yarns,"Konrad, M.|Chudoba, R.",INTERNATIONAL JOURNAL FOR MULTISCALE COMPUTATIONAL ENGINEERING,textile reinforced concrete|crack bridge|multifilament yarn|fiber-bundle models
118,WOS:000082686400014,1999,Indications of change in the marine flora of the North Sea in the 1990s,"Ducrotoy, JP",MARINE POLLUTION BULLETIN,algae|plankton|marine macrophytes|north sea|marine conservation
119,WOS:000288943400002,2011,Multi-site stochastic modelling of daily rainfall in Uganda,"Kigobe, Max|McIntyre, Neil|Wheater, Howard|Chandler, Richard",HYDROLOGICAL SCIENCES JOURNAL-JOURNAL DES SCIENCES HYDROLOGIQUES,generalized linear models|rainfall|stochastic models|climate change|uganda|kyoga|enso
120,WOS:000316669100152,2012,A framework for the design of reacting systems with phase transfer catalysis,"Piccolo, Chiara|Shaw, Andrew|Hodges, George|Piccione, Patrick M.|O'Connell, John P.|Gani, Rafiqul|Bogle, IDL|Fairweather, M",22 EUROPEAN SYMPOSIUM ON COMPUTER AIDED PROCESS ENGINEERING,phase transfer catalysis|modelling|partition coefficient|solubility|design/analysis
121,WOS:000312517200016,2013,Environmental model access and interoperability: The GEO Model Web initiative,"Nativi, Stefano|Mazzetti, Paolo|Geller, Gary N.",ENVIRONMENTAL MODELLING & SOFTWARE,model web|composition as a service (caas)|model as a service (maas)|geoss|environmental modelling|interoperability
122,WOS:000186578600294,2003,A generic framework for environmental modeling and simulation,"Bernardi, F|Filippi, JB|Santucci, JF","2003 IEEE INTERNATIONAL CONFERENCE ON SYSTEMS, MAN AND CYBERNETICS, VOLS 1-5, CONFERENCE PROCEEDINGS",discrete event simulation|natural systems modeling|modeling and simulation environment|models library|interoperability|reusability
123,WOS:000379244900011,2016,Effects of climate change on economic feasibility of future date palm production: An integrated assessment in Iran,"Shabani, Farzin|Cacho, Oscar|Kumar, Lalit",HUMAN AND ECOLOGICAL RISK ASSESSMENT,agriculture|climate change|climex|phoenix dactylifera l|date palms|economics
124,WOS:000360587800073,2015,Climate Change and Infectious Disease Risk in Western Europe: A Survey of Dutch Expert Opinion on Adaptation Responses and Actors,"Akin, Su-Mia|Martens, Pim|Huynen, Maud M. T. E.",INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH,climate change|public health|infectious diseases|climate change adaptation
125,WOS:000303629000004,2012,Implementation of a module for risk of ozone impacts assessment to vegetation in the Integrated Assessment Modelling system for the Iberian Peninsula. Evaluation for wheat and Holm oak,"Manuel de Andres, Juan|Borge, Rafael|de la Paz, David|Lumbreras, Julio|Rodriguez, Encarnacion",ENVIRONMENTAL POLLUTION,cmaq|wrf|critical level|ozone risk assessment|stomatal conductance|iberian peninsula
126,WOS:000238336600001,2006,Multi-disciplinary optimization for the conceptual design of innovative aircraft configurations,"Morino, L|Bernardini, G|Mastroddi, F",CMES-COMPUTER MODELING IN ENGINEERING & SCIENCES,multi-disciplinary optimization|conceptual design|integrated aircraft modelling|boundary elements|reduced order models
127,WOS:000187527700017,2003,"Risk modeling, assessment, and management of lahar flow threat","Leung, MF|Santos, |Haimes, YY",RISK ANALYSIS,hierarchical holographic model|impact analysis|lahar|multi-objective trade-off analysis|risk assessment and management
128,WOS:000183658100004,2003,Interplay of science and stakeholder values in Neuse River total maximum daily load process,"Maguire, LA",JOURNAL OF WATER RESOURCES PLANNING AND MANAGEMENT-ASCE,water quality|public participation|dispute resolution|north carolina|rivers
129,WOS:000394492200002,2016,Post-event analysis and flash flood hydrology in Slovakia,"Hlavcova, Kamila|Kohnova, Silvia|Borga, Marco|Horvat, Oliver|St'astny, Pavel|Pekarova, Pavla|Majercakova, O'lga|Danacova, Zuzana",JOURNAL OF HYDROLOGY AND HYDROMECHANICS,flash flood|slovakia|post-event analysis|hydrological modelling
130,WOS:000221476100004,2004,Model development for integrated assessment of water allocation options,"Letcher, RA|Jakeman, AJ|Croke, BFW",WATER RESOURCES RESEARCH,integrated assessment|water allocation model|agricultural production|hydrology|water management
131,WOS:000228483700047,2004,Experimental federated modeling of an optical data path,"Chamberlain, RD|Fritts, JE|Krishnamurthy, P|Zhang, H|Hamza, MH","PROCEEDINGS OF THE FOURTH IASTED INTERNATIONAL CONFERENCE ON MODELLING, SIMULATION, AND OPTIMIZATION",federated simulation models|optical data path|performance evaluation|processor/memory gap
132,WOS:000221647400007,2003,On the use of heterogeneous thresholds ordinal regression models to account for individual differences in response style,"Johnson, TR",PSYCHOMETRIKA,response style|ordinal regression|hierarchical regression models|probit models|bayesian statistics
133,WOS:000166444400001,2000,Simulation of UICCELL II,"Chang, CK|Liu, Y|Murthy, T|Kenevan, J|Mongkolwat, P",SIMULATION,cellular telephones|object-oriented simulation|performance engineering|tele-communications
134,WOS:000293718300018,2011,Divergent long-term trajectories of human access to the Arctic,"Stephenson, Scott R.|Smith, Laurence C.|Agnew, John A.",NATURE CLIMATE CHANGE,
135,WOS:000083804900006,2000,Modeling the effects of snowpack on heterotrophic respiration across northern temperate and high latitude regions: Comparison with measurements of atmospheric carbon dioxide in high latitudes,"McGuire, AD|Melillo, JM|Randerson, JT|Parton, WJ|Heimann, M|Meier, RA|Clein, JS|Kicklighter, DW|Sauf, W",BIOGEOCHEMISTRY,carbon dioxide|ecological modeling|global carbon cycle|heterotrophic respiration|net ecosystem production
136,WOS:000357968900067,2015,Analysis of baseflow index based hydrological model in Upper Wei River basin on the Loess Plateau in China,"Liu, Dengfeng|Chang, Jianxia|Tian, Fuqiang|Huang, Qiang|Meng, Xianmeng|Chen, Y|Neale, C|Cluckie, |Su, Z|Zhou, J|Huang, Q|Xu, Z",REMOTE SENSING AND GIS FOR HYDROLOGY AND WATER RESOURCES,baseflow|hydrological model|wei river basin|loess plateau
137,WOS:000377792800064,2016,Application of the system of environmental economic accounting for water SEEAW to the Spanish part of the Duero basin: Lessons learned,"Vicente, D. J.|Rodriguez-Sinobas, L.|Garrote, L.|Sanchez, R.",SCIENCE OF THE TOTAL ENVIRONMENT,system of environmental-economic|accounting for water|river basin management planning|science-policy interfacing|hydrological modeling|water resources management|duero river basin
