# Data from Clarivate Analytics' Web of Science, retrieved 24 February 2018
# This file generated on 2019-02-24 17:43:18
item,id,year,title,AU,SO,DE
84,WOS:000290114102138,2005,GRACE Gravity Fields as a New Measure for Assessing Large-Scale Hydrological Models,"Ellett, K. M.|Walker, J. P.|Rodell, M.|Chen, J.|Western, A. W.|Zerger, A|Argent, RM",MODSIM 2005: INTERNATIONAL CONGRESS ON MODELLING AND SIMULATION: ADVANCES AND APPLICATIONS FOR MANAGEMENT AND DECISION MAKING,grace|remote sensing|hydrological modelling|murray-darling basin
85,WOS:000320684700031,2013,Protected areas in a landscape dominated by logging - A connectivity analysis that integrates varying protection levels with competition-colonization tradeoffs,"Bergsten, Arvid|Bodin, Orjan|Ecke, Frauke",BIOLOGICAL CONSERVATION,protected area|fragmentation|dispersal|network|graph theory|planning|disturbance
86,WOS:000290045002100,2009,Assessing the impact of climate change on snow avalanche activity in France over the last 60 winters using hierarchical Bayesian spatio-temporal change point models,"Eckert, N.|Anderssen, RS|Braddock, RD|Newham, LTH",18TH WORLD IMACS CONGRESS AND MODSIM09 INTERNATIONAL CONGRESS ON MODELLING AND SIMULATION,snow avalanches|climate change|hierarchical bayesian modelling|change point models|avalanche occurrences|runout altitudes
87,WOS:000295112300006,2011,Adapting the IUCN Red List criteria for invertebrates,"Cardoso, Pedro|Borges, Paulo A. V.|Triantis, Kostas A.|Ferrandez, Miguel A.|Martin, Jose L.",BIOLOGICAL CONSERVATION,arthropoda|conservation priority|extinction|risk assessment|threatened species|world conservation union
88,WOS:000281979100015,2010,Integrating Environmental and Socio-Economic Indicators of a Linked Catchment-Coastal System Using Variable Environmental Intensity,"Dymond, John R.|Davie, Tim J. A.|Fenemor, Andrew D.|Ekanayake, Jagath C.|Knight, Ben R.|Cole, Anthony O.|Munguia, Oscar Montes de Oca|Allen, Will J.|Young, Roger G.|Basher, Les R.|Dresser, Marc|Batstone, Chris J.",ENVIRONMENTAL MANAGEMENT,integrated modelling|environmental intensity|catchment performance|policy development|model coupling|catchment vision|futures modelling
89,WOS:000305568800006,2012,"Quantifying fine-grained sediment sources in the River Axe catchment, southwest England: application of a Monte Carlo numerical modelling framework incorporating local and genetic algorithm optimisation","Collins, A. L.|Zhang, Y.|Walling, D. E.|Grenfell, S. E.|Smith, P.|Grischeff, J.|Locke, A.|Sweetapple, A.|Brogden, D.",HYDROLOGICAL PROCESSES,sediment source tracing|uncertainty|monte carlo|latin hypercube sampling|water framework directive|grassland
90,WOS:000391447900026,2016,"City Enhancement beyond the Notion of ""Sustainable City"": Introduction to Integrated Assessment for City Enhancement (iACE) Toolkit","Cheshmehzangi, Ali|Yan, J|Wennersten, R|Chen, B|Yang, J|Lv, Y|Sun, Q",CLEAN ENERGY FOR CLEAN CITY: CUE 2016 - APPLIED ENERGY SYMPOSIUM AND FORUM: LOW-CARBON CITIES AND URBAN ENERGY SYSTEMS,city enhancement|sustainable city|sustainability framework|energy|toolkit
91,WOS:000436494400148,2018,"Reply to the comment on ""Synchronizing biological cycles as key to survival under a scenario of global change: The Common quail (Coturnix coturnix) strategy"" by Rodriguez-Teijeiro et al.","Nadal, Jesus|Ponz, Carolina|Margalida, Aantoni",SCIENCE OF THE TOTAL ENVIRONMENT,ecological strategy|ecological modeling|phenology|climate variables
92,WOS:000442996700015,2018,A simulation-optimization modeling approach for watershed-scale agricultural N2O emission mitigation under multi-level uncertainties,"Xu, Ronghua|Cai, Yanpeng|Yang, Zhifeng|Tan, Qian|Xu, Wen|Rong, Qiangqiang",STOCHASTIC ENVIRONMENTAL RESEARCH AND RISK ASSESSMENT,simulation and optimization|agricultural land use patterns|agricultural n2o emission|miyun reservoir watershed
93,WOS:000247356600023,2006,Modelling intelligent transportation systems and their implications for climate change,"Armstrong, Jennifer|Khan, Ata","2006 IEEE EIC CLIMATE CHANGE CONFERENCE, VOLS 1 AND 2",intelligent transportation systems|its|microsimulation|integration|climate change
94,WOS:000369200900022,2016,Geometrically explicit description of forest canopy based on 3D triangulations of airborne laser scanning data,"Vauhkonen, Jari|Holopainen, Markus|Kankare, Ville|Vastaranta, Mikko|Viitala, Risto",REMOTE SENSING OF ENVIRONMENT,remote sensing|light detection and ranging (lidar)|tree allometry|crown architecture|delaunay triangulation|alpha shape
95,WOS:000299273100006,2011,Hydrology: a partner of geomorphopedology in the scope of a scale-through environmental management,"Degre, Aurore|Sohier, Catherine|Colard, Francois|Kummert, Nora|Bauwens, Alexandra|Rauw, Julie|Beckers, Eleonore",BIOTECHNOLOGIE AGRONOMIE SOCIETE ET ENVIRONNEMENT,hydrology|geomorphology|soil sciences|water-soil-plant relationships|erosion|nitrate|simulation models|belgium
96,WOS:000361831900066,2015,Toward an Integrated Biomass Assessment in China,"Zhan, F. B.",INTERNATIONAL CONFERENCE ON COMPUTER SCIENCE AND ENVIRONMENTAL ENGINEERING (CSEE 2015),biomass|gis|energy|environment|china
97,WOS:000417480200001,2017,The Comprehensive Barnegat Bay Research Program,"Buchanan, Gary A.|Belton, Thomas J.|Paudel, Bhanu",JOURNAL OF COASTAL RESEARCH,estuary|environmental management|nutrients|baseline conditions
98,WOS:000325097300011,2013,A hierarchical Bayesian model for embedding larval drift and habitat models in integrated life cycles for exploited fish,"Rochette, S.|Le Pape, O.|Vigneau, J.|Rivot, E.",ECOLOGICAL APPLICATIONS,eastern channel (western europe)|habitat suitability model|hierarchical bayesian model|hydrodynamic models|integrated model|larval drift|life cycle|nursery|recruitment|sole|solea solea|spatially structured
99,WOS:000250957500019,2007,The use of remote sensing data for the application of a hydrological catchment model,"Wegehenkel, Martin|Wilson, J",PROCEEDINGS OF THE SECOND IASTED INTERNATIONAL CONFERENCE ON WATER RESOURCES MANAGEMENT,hydrological modelling|validation|remote sensing|evapotranspiration|ndvi
100,WOS:000430902000075,2018,Embracing equifinality with efficiency: Limits of Acceptability sampling using the DREAM((LOA)) algorithm,"Vrugt, Jasper A.|Beven, Keith J.",JOURNAL OF HYDROLOGY,glue|limits of acceptability|markov chain monte carlo|posterior sampling|dream|dream((loa))|sufficiency|hydrological modelling
101,WOS:000344730300017,2014,Stable water isotope tracing through hydrological models for disentangling runoff generation processes at the hillslope scale,"Windhorst, D.|Kraft, P.|Timbe, E.|Frede, H. -G.|Breuer, L.",HYDROLOGY AND EARTH SYSTEM SCIENCES,
102,WOS:000431978000005,2018,Impacts of Anthropogenic Land Use Changes on Nutrient Concentrations in Surface Waterbodies: A Review,"Delkash, Madjid|Al-Faraj, Furat A. M.|Scholz, Miklas",CLEAN-SOIL AIR WATER,anthropogenic land use planning|best management practices|fertilizer|nitrogen|surface water modelling
103,WOS:000282358200005,2010,Capturing Coastal Geomorphological Change within Regional Integrated Assessment: An Outcome-Driven Fuzzy Logic Approach,"Hanson, S.|Nicholls, R. J.|Balson, P.|Brown, I.|French, J. R.|Spencer, T.|Sutherland, W. J.",JOURNAL OF COASTAL RESEARCH,outcome-driven|fuzzy logic|model framework|sea level|coastal management|sediment supply|east anglia
104,WOS:000387807200128,2016,Managing coastal environments under climate change: Pathways to adaptation,"Sanchez-Arcilla, Agustin|Garcia-Leon, Manuel|Gracia, Vicente|Devoy, Robert|Stanica, Adrian|Gault, Jeremy",SCIENCE OF THE TOTAL ENVIRONMENT,coastal management|climate change|integrated assessment|european coast
105,WOS:000359821000007,2015,Recent Bayesian approaches for spatial analysis of 2-D images with application to environmental modelling,"Falk, M. G.|Alston, C. L.|McGrory, C. A.|Clifford, S.|Heron, E. A.|Leonte, D.|Moores, M.|Walsh, C. D.|Pettitt, A. N.|Mengersen, K. L.",ENVIRONMENTAL AND ECOLOGICAL STATISTICS,hidden markov random field|spatial mixture models|poisson/gamma random field|integrated nested laplace approximation|variational bayes|voronoi tessellations
106,WOS:000457358000091,2016,Stakeholder-Informed Ecosystem Modeling of Ocean Warming and Acidification Impacts in the Barents Sea Region,"Koenigstein, Stefan|Ruth, Matthias|Goessling-Reisemann, Stefan",FRONTIERS IN MARINE SCIENCE,participatory modeling|marine ecosystem services|marine systems|climate change adaptation|ocean acidification|barents sea
107,WOS:000354547700003,2015,Integrated Modeling Approach to the Response of Soil Erosion and Sediment Export to Land-Use Change at the Basin Scale,"Yang, Huicai|Wang, Guoqiang|Jiang, Hong|Fang, Huaiyang|Ishidaira, Hiroshi",JOURNAL OF HYDROLOGIC ENGINEERING,soil erosion|land use|rainfall|simulation|sediment transport|soil erosion|land-use change|rainfall simulation|yamanashi hydrological model
108,WOS:000323457200009,2013,A spatially explicit agent-based simulation platform for investigating effects of shared pollination service on ecological communities,"Qu, Hongchun|Seifan, Tal|Tielboerger, Katja|Seifan, Merav",SIMULATION MODELLING PRACTICE AND THEORY,spatially-explicit modeling|agent-based model|plant-pollinator interactions|shared pollination|ecological conservation
109,WOS:000257094800005,2008,Analytical risk-based model of gaseous and liquid-phase radon transport in landfills with radium sources,"Ho, Clifford K.",ENVIRONMENTAL MODELLING & SOFTWARE,radon|landfill|multiphase|transport|radium|probabilistic modeling|performance assessment
110,WOS:000327564300006,2013,Incorporating Climate and Ocean Change into Extinction Risk Assessments for 82 Coral Species,"Brainard, Russell E.|Weijerman, Mariska|Eakin, C. Mark|Mcelhany, Paul|Miller, Margaret W.|Patterson, Matt|Piniak, Gregory A.|Dunlap, Matthew J.|Birkeland, Charles",CONSERVATION BIOLOGY,climate and ocean change|coral|data-limited species|extinction risk|esa|risk assessment
111,WOS:000414882800003,2017,A stable and scale-aware dynamic modeling framework for subgrid-scale parameterizations of two-dimensional turbulence,"Maulik, Romit|San, Omer",COMPUTERS & FLUIDS,two-dimensional turbulence|large eddy simulations|geophysical flows|dynamic modeling|smagorinsky model|leith model
112,WOS:000306583700007,2012,A Bayesian approach for calculating variable total maximum daily loads and uncertainty assessment,"Chen, Dingjiang|Dahlgren, Randy A.|Shen, Yena|Lu, Jun",SCIENCE OF THE TOTAL ENVIRONMENT,bayesian statistics|total maximum daily load|water quality variability|uncertainty|nonpoint source pollution|total nitrogen
113,WOS:000248570500045,2006,Inversion of a geomorphology-based unit hydrograph model: physical interpretation and first implementation,"Boudhraa, Houda|Cudennec, Christophe|Slimani, Mohamed|Andrieu, Herve|Sivapalan, M|Wagener, T|Uhlenbrook, S|Zehe, E|Lakshmi, |Liang, |Tachiawa, Y|Kumar, P",PREDICTIONS IN UNGAUGED BASINS: PROMISE AND PROGRESS,geomorphology-based transfer function|inverse modelling|rainfall-runoff modelling|net rainfall
114,WOS:000290030701124,2007,Simulation of Basin Runoff due to Rainfall and Snowmelt,"Zeinivand, H.|De Smedt, F.|Bahremand, A.|Oxley, L|Kulasiri, D",MODSIM 2007: INTERNATIONAL CONGRESS ON MODELLING AND SIMULATION,distributed hydrological modelling|basin runoff|snowmelt|wetspa model
115,WOS:000189482200022,2003,Distributed hydrological modelling: what accuracy is achievable?,"Vieux, BE|Moreda, FG|Tachikawa, Y|Vieux, BE|Georgakakos, KP|Nakakita, E",WEATHER RADAR INFORMATION AND DISTRIBUTED HYDROLOGICAL MODELLING,distributed modelling intercomparison project|floods|hydrological modelling|hydrology|rainfall runoff
116,WOS:000289685500003,2010,"Ecological Modeling of the Spatial Distribution of Wild Waterbirds to Identify the Main Areas Where Avian Influenza Viruses are Circulating in the Inner Niger Delta, Mali","Cappelle, Julien|Girard, Olivier|Fofana, Bouba|Gaidet, Nicolas|Gilbert, Marius",ECOHEALTH,emerging infectious diseases|surveillance|wild birds|distribution models|aiv|boosted regression trees
117,WOS:000251297700003,2007,Approaches to acrylamide physiologically based toxicokinetic modeling for exploring child-adult dosimetry differences,"Walker, Katherine|Hattis, Dale|Russ, Abel|Sonawane, Bob|Ginsberg, Gary",JOURNAL OF TOXICOLOGY AND ENVIRONMENTAL HEALTH-PART A-CURRENT ISSUES,
118,WOS:000364249500033,2015,Significant uncertainty in global scale hydrological modeling from precipitation data errors,"Weiland, Frederiek C. Sperna|Vrugt, Jasper A.|van Beek, Rens (L. ) P. H.|Weerts, Albrecht H.|Bierkens, Marc F. P.",JOURNAL OF HYDROLOGY,global hydrological modeling|forcing uncertainty|model calibration|parameter uncertainty
119,WOS:000396824300012,2017,Impacts of climate change on streamflow in the upper Yangtze River basin,"Su, Buda|Huang, Jinlong|Zeng, Xiaofan|Gao, Chao|Jiang, Tong",CLIMATIC CHANGE,hydrological modeling|climate change|uncertainty|the upper yangtze river
120,WOS:000241295200017,2006,European hydraulic geometries for continental SCALE environmental modelling,"Pistocchi, A.|Pennington, D.",JOURNAL OF HYDROLOGY,river width|lake depth|digital terrain model|regression analysis|continental scale environmental modelling
121,WOS:000171398900001,2001,Environmental copper: Its dynamics and human exposure issues,"Georgopoulos, PG|Roy, A|Yonone-Lioy, MJ|Opiekun, RE|Lioy, PJ",JOURNAL OF TOXICOLOGY AND ENVIRONMENTAL HEALTH-PART B-CRITICAL REVIEWS,
122,WOS:000329425700010,2013,"Modelling photochemical transformation of emerging organic pollutants in surface waters: effect of water level fluctuations following outflow or evaporation, relevant to arid and semi-arid environments","Minella, Marco|Maurino, Valter|Minero, Claudio|Vione, Davide",INTERNATIONAL JOURNAL OF ENVIRONMENTAL ANALYTICAL CHEMISTRY,ephemeral lakes|environmental photochemistry|photochemical depollution|emerging organic pollutants|photoinduced transformation|environmental modelling|water scarcity
123,WOS:000387675500025,2016,"Evaluation of Soil Water Availability (SWA) Based on Hydrological Modelling in Arid and Semi-Arid Areas: A Case Study in Handan City, China","Gao, Xuerui|Wang, Jianhua|Wu, Pute|Zhao, Yong|Zhao, Xining|He, Fan",WATER,soil water resource|soil water availability (swa)|modcycle|dryland farming|handan city
124,WOS:000363402800009,2015,"Discharge and water-depth estimates for ungauged rivers: Combining hydrologic, hydraulic, and inverse modeling with stage and water-area measurements from satellites","Liu, Ganming|Schwartz, Franklin W.|Tseng, Kuo-Hsin|Shum, C. K.",WATER RESOURCES RESEARCH,
125,WOS:000406177500012,2017,An integrated assessment of urban flooding mitigation strategies for robust decision making,"Xie, Jiaqiang|Chen, Hao|Liao, Zhenliang|Gu, Xianyong|Zhu, Dajian|Zhang, Jin",ENVIRONMENTAL MODELLING & SOFTWARE,drainage system|hydrologic model|low impact development|urban flooding
126,WOS:000369491500029,2016,Assessing the effects of changes in land use and climate on runoff and sediment yields from a watershed in the Loess Plateau of China,"Zuo, Depeng|Xu, Zongxue|Yao, Wenyi|Jin, Shuangyan|Xiao, Peiqing|Ran, Dachuan",SCIENCE OF THE TOTAL ENVIRONMENT,swat|statistical analysis|land use|runoff|sediment load|loess plateau
127,WOS:000320490900010,2013,An integrated modelling approach to estimate urban traffic emissions,"Misra, Aarshabh|Roorda, Matthew J.|MacLean, Heather L.",ATMOSPHERIC ENVIRONMENT,urban|traffic|emission|air quality modelling|dispersion
128,WOS:000281009800004,2010,An integrated model for assessing the risk of TCE groundwater contamination to human receptors and surface water ecosystems,"McKnight, Ursula S.|Funder, Simon G.|Rasmussen, Jes J.|Finkel, Michael|Binning, Philip J.|Bjerg, Poul L.",ECOLOGICAL ENGINEERING,system dynamics|risk-based approaches|integrated modeling|chlorinated solvents|uncertainty|hyporheic zone|contaminated sites
129,WOS:000226074600071,2004,Numerical techniques used in Neutral Beam Injection modules,"Pankin, A|Bateman, G|Budney, R|Kritz, A|McCune, D|Polevoi, A|Voitsekhovitch, ",COMPUTER PHYSICS COMMUNICATIONS,neutral beam injection|tokamak|fokker-planck equation|monte-carlo
130,WOS:000319243700007,2013,Integrated assessment of sea-level rise adaptation strategies using a Bayesian decision network approach,"Catenacci, Michela|Giupponi, Carlo",ENVIRONMENTAL MODELLING & SOFTWARE,bayesian decision network|uncertainty|global change|sea-level rise|adaptation
131,WOS:000300635500008,2011,Environmental modelling for blue collars,"Vamanu, Dan V.|Gheorghe, Adrian V.|Acasandrei, Valentin T.|Vamanu, Bogdan I.",INTERNATIONAL JOURNAL OF ENVIRONMENT AND POLLUTION,environmental risk|modelling|complexity vs. practicality tradeoffs|system analysis and software development
132,WOS:000351127200003,2015,Bayesian hierarchical modeling of extreme hourly precipitation in Norway,"Dyrrdal, Anita Verpe|Lenkoski, Alex|Thorarinsdottir, Thordis L.|Stordal, Frode",ENVIRONMETRICS,generalized extreme value distributions|short-term extreme precipitation|latent gaussian processes|return levels|uncertainty assessment|markov chain monte carlo
133,WOS:000316129500005,2013,Optimal growth with adaptation to climate change,"Dumas, Patrice|Ha-Duong, Minh",CLIMATIC CHANGE,
134,WOS:000430902000010,2018,Quantifying nonpoint source emissions and their water quality responses in a complex catchment: A case study of a typical urban-rural mixed catchment,"Chen, Lei|Dai, Ying|Zhi, Xiaosha|Xie, Hui|Shen, Zhenyao",JOURNAL OF HYDROLOGY,nonpoint source pollution|water environment response|urban-rural mixed catchment|swmm|swat|mike11
135,WOS:000081365000012,1999,Groundwater dynamics and salinity in coastal barriers,"Nielsen, P",JOURNAL OF COASTAL RESEARCH,salinity|coastal pollution|water table|ground water|wave setup|wave runup|tides|coastal barriers|atolls
136,WOS:000181346400005,2002,Trip-based explanatory variables for estimating vehicle fuel consumption and emission rates,"Ding, YL|Rakha, H|Sokhi, RS|Bartzis, JG","URBAN AIR QUALITY - RECENT ADVANCES, PROCEEDINGS",environmental modeling|transportation modeling|vehicle emissions
